iştah	açar	ve
açar	ve	anne
ve	anne	sütünü
anne	sütünü	arttırır
sütünü	arttırır	havuç
arttırır	havuç	tohumu
havuç	tohumu	ayrıca
tohumu	ayrıca	aybaşı
ayrıca	aybaşı	kanamalarına
aybaşı	kanamalarına	da
kanamalarına	da	iyi
da	iyi	gelir
iyi	gelir	rendelenmiş
gelir	rendelenmiş	havuca
rendelenmiş	havuca	limon
havuca	limon	suyu
limon	suyu	katılarak
suyu	katılarak	hazırlanan
katılarak	hazırlanan	maske
hazırlanan	maske	özellikle
maske	özellikle	yağlı
özellikle	yağlı	ciltlere
yağlı	ciltlere	çok
ciltlere	çok	ve
çok	ve	beyin
ve	beyin	damarları
beyin	damarları	rahatsızlıklarında
damarları	rahatsızlıklarında	kullanılmaktadır
rahatsızlıklarında	kullanılmaktadır	çiçek
kullanılmaktadır	çiçek	açma
çiçek	açma	zamanında
açma	zamanında	toplanan
zamanında	toplanan	bütün
toplanan	bütün	bitki
bütün	bitki	aybaşı
bitki	aybaşı	halleri
aybaşı	halleri	ve
halleri	ve	gece
ve	gece	işemesi
gece	işemesi	problemlerinde
işemesi	problemlerinde	kullanılır
problemlerinde	kullanılır	istanbul
kullanılır	istanbul	üniversitesi
istanbul	üniversitesi	sağlık
üniversitesi	sağlık	bilimleri
sağlık	bilimleri	enstitüsü
bilimleri	enstitüsü	nasip
enstitüsü	nasip	olmuştur
nasip	olmuştur	bu
olmuştur	bu	borçlanmanın
bu	borçlanmanın	geri
borçlanmanın	geri	ödemelerinden
geri	ödemelerinden	dolayı
ödemelerinden	dolayı	zor
dolayı	zor	durumda
zor	durumda	kalan
durumda	kalan	maliye
kalan	maliye	devlette
maliye	devlette	aylıkları
devlette	aylıkları	önce
aylıkları	önce	aybaşı
önce	aybaşı	yerine
aybaşı	yerine	ay
yerine	ay	ortalarında
ay	ortalarında	sonraları
ortalarında	sonraları	da
sonraları	da	ayda
da	ayda	bir
ayda	bir	ödemek
bir	ödemek	durumunda
ödemek	durumunda	kalmıştır
durumunda	kalmıştır	nitekim
kalmıştır	nitekim	sarayın
nitekim	sarayın	bitirilmesine
sarayın	bitirilmesine	bir
bitirilmesine	bir	yıl
bir	yıl	şimdi
yıl	şimdi	bu
şimdi	bu	eşitliği
bu	eşitliği	gerçek
eşitliği	gerçek	hayatta
gerçek	hayatta	bir
hayatta	bir	adım
bir	adım	daha
adım	daha	ileri
daha	ileri	götürelim
ileri	götürelim	işçi
götürelim	işçi	ben
işçi	ben	ücretimi
ben	ücretimi	yükselttim
ücretimi	yükselttim	artık
yükselttim	artık	her
artık	her	aybaşı
her	aybaşı	bana
aybaşı	bana	şu
bana	şu	kadar
şu	kadar	ücret
kadar	ücret	vereceksin
ücret	vereceksin	dese
vereceksin	dese	hepimiz
dese	hepimiz	içimizden
hepimiz	içimizden	acı
içimizden	acı	acı
acı	acı	güleriz
acı	güleriz	çünkü
güleriz	çünkü	gerçek
çünkü	gerçek	hayatta
gerçek	hayatta	böyle
hayatta	böyle	bir
böyle	bir	şey
bir	şey	olmaz
şey	olmaz	ne
olmaz	ne	garip
ne	garip	çobanın
garip	çobanın	plağı
çobanın	plağı	nede
plağı	nede	o
nede	o	beğendiği
o	beğendiği	şiirin
beğendiği	şiirin	kaydı
şiirin	kaydı	kalmamıştı
kaydı	kalmamıştı	bende
kalmamıştı	bende	sadece
bende	sadece	birkaç
sadece	birkaç	mısrası
birkaç	mısrası	kalmıştı
mısrası	kalmıştı	usumda
kalmıştı	usumda	bu
usumda	bu	gün
bu	gün	aybaşı
gün	aybaşı	olmaz
aybaşı	olmaz	olsundelik
olmaz	olsundelik	geniş
olsundelik	geniş	yama
geniş	yama	dargözlerimin
yama	dargözlerimin	önünden
dargözlerimin	önünden	geçtibir
önünden	geçtibir	bir
geçtibir	bir	alacaklılar
bir	alacaklılar	çok
alacaklılar	çok	aradım
çok	aradım	plağı
aradım	plağı	da
plağı	da	şiiri
da	şiiri	de
şiiri	de	gösterir
de	gösterir	çün
gösterir	çün	mâhı
çün	mâhı	nev
mâhı	nev	âlem
nev	âlem	seni
âlem	seni	halkın
seni	halkın	özellikle
halkın	özellikle	doğu
özellikle	doğu	halkının
doğu	halkının	heyecanlı
halkının	heyecanlı	bakışlarıyla
heyecanlı	bakışlarıyla	bu
bakışlarıyla	bu	kutsal
bu	kutsal	ışığı
kutsal	ışığı	her
ışığı	her	aybaşı
her	aybaşı	görmeye
aybaşı	görmeye	ve
görmeye	ve	göstermeye
ve	göstermeye	çalışır
göstermeye	çalışır	hele
çalışır	hele	ramazan
hele	ramazan	ve
ramazan	ve	şevval
ve	şevval	hilalleri
şevval	hilalleri	daha
hilalleri	daha	da
daha	da	bir
da	bir	önem
bir	önem	ile
önem	ile	gözetlenir
ile	gözetlenir	şu
gözetlenir	şu	hadisi
şu	hadisi	şerîf
hadisi	şerîf	hastanenin
şerîf	hastanenin	atıklarını
hastanenin	atıklarını	yerlermiş
atıklarını	yerlermiş	yok
yerlermiş	yok	ecinnilerle
yok	ecinnilerle	konuşurlarmış
ecinnilerle	konuşurlarmış	yok
konuşurlarmış	yok	tepeköyde
yok	tepeköyde	bir
tepeköyde	bir	kadın
bir	kadın	bunların
kadın	bunların	yaptığı
bunların	yaptığı	ter
yaptığı	ter	ve
ter	ve	aybaşı
ve	aybaşı	suyu
aybaşı	suyu	karıştırılmış
suyu	karıştırılmış	çaydan
karıştırılmış	çaydan	içince
çaydan	içince	taş
içince	taş	kesilmişmiş
taş	kesilmişmiş	güya
kesilmişmiş	güya	o
güya	o	taş
o	taş	kadının
taş	kadının	gölgesi
kadının	gölgesi	çeşme
gölgesi	çeşme	duvarında
çeşme	duvarında	hala
duvarında	hala	duruyormuş
hala	duruyormuş	dolayı
duruyormuş	dolayı	koyundur
dolayı	koyundur	imamı
koyundur	imamı	gazali
imamı	gazali	ihyayı
gazali	ihyayı	ulumuddin
ihyayı	ulumuddin	sana
ulumuddin	sana	kadınların
sana	kadınların	aybaşı
kadınların	aybaşı	halini
aybaşı	halini	sorarlar
halini	sorarlar	de
sorarlar	de	ki
de	ki	o
ki	o	bir
o	bir	ezadır
bir	ezadır	aybaşı
ezadır	aybaşı	halinde
aybaşı	halinde	kadınlardan
halinde	kadınlardan	uzak
kadınlardan	uzak	durun
uzak	durun	ve
durun	ve	onlar
ve	onlar	temizleninceye
onlar	temizleninceye	kadar
temizleninceye	kadar	kendilerine
kadar	kendilerine	yaklaşmayın
kendilerine	yaklaşmayın	bakara
yaklaşmayın	bakara	suresi
bakara	suresi	sıra
suresi	sıra	yemek
sıra	yemek	yaptırır
yemek	yaptırır	şoförlük
yaptırır	şoförlük	yaptırır
şoförlük	yaptırır	bulaşık
yaptırır	bulaşık	yıkattırır
bulaşık	yıkattırır	temizlik
yıkattırır	temizlik	yaptırır
temizlik	yaptırır	getir
yaptırır	getir	götür
getir	götür	işi
götür	işi	de
işi	de	yaptırırlar
de	yaptırırlar	aybaşı
yaptırırlar	aybaşı	geldiğinde
aybaşı	geldiğinde	de
geldiğinde	de	asgari
de	asgari	ücreti
asgari	ücreti	yatırırlar
ücreti	yatırırlar	hesabına
yatırırlar	hesabına	birde
hesabına	birde	bakarsın
birde	bakarsın	ki
bakarsın	ki	yıllar
ki	yıllar	geçtikçe
yıllar	geçtikçe	diğer
geçtikçe	diğer	meslekler
diğer	meslekler	itibar
meslekler	itibar	ise
itibar	ise	gebe
ise	gebe	kalma
gebe	kalma	ihtimalinin
kalma	ihtimalinin	tedricen
ihtimalinin	tedricen	yüzde
tedricen	yüzde	yüze
yüzde	yüze	kadar
yüze	kadar	yükseldiği
kadar	yükseldiği	günleri
yükseldiği	günleri	göstermektedir
günleri	göstermektedir	çocuk
göstermektedir	çocuk	yapmamak
çocuk	yapmamak	isteyenler
yapmamak	isteyenler	aybaşı
isteyenler	aybaşı	oldukları
aybaşı	oldukları	günün
oldukları	günün	karşısında
günün	karşısında	görülen
karşısında	görülen	iki
görülen	iki	tarih
iki	tarih	arasında
tarih	arasında	cinsi
arasında	cinsi	temasta
cinsi	temasta	bulunmamalıdırlar
temasta	bulunmamalıdırlar	bunun
bulunmamalıdırlar	bunun	için
bunun	için	yatak
için	yatak	ana
yatak	ana	sayfa
ana	sayfa	listelist
sayfa	listelist	özel
listelist	özel	erkeklerin
özel	erkeklerin	hiç
erkeklerin	hiç	duymadığı
hiç	duymadığı	duyduğunda
duymadığı	duyduğunda	da
duyduğunda	da	felaket
da	felaket	yanlış
felaket	yanlış	anladığı
yanlış	anladığı	makyaj
anladığı	makyaj	malzemesi
makyaj	malzemesi	aybaşı
malzemesi	aybaşı	yılbaşı
aybaşı	yılbaşı	kurban
yılbaşı	kurban	bayramı
kurban	bayramı	gibi
bayramı	gibi	bir
gibi	bir	şey
bir	şey	gelmiş
şey	gelmiş	ve
gelmiş	ve	sevgilinize
ve	sevgilinize	hediye
sevgilinize	hediye	alacaksınız
hediye	alacaksınız	diyelim
alacaksınız	diyelim	vaktinde
diyelim	vaktinde	milyon
vaktinde	milyon	defa
milyon	defa	larûs
defa	larûs	gibi
larûs	gibi	önemli
gibi	önemli	eserlerin
önemli	eserlerin	yayınlanması
eserlerin	yayınlanması	için
yayınlanması	için	osmanlı
için	osmanlı	bankasının
osmanlı	bankasının	şahsi
bankasının	şahsi	hesabına
şahsi	hesabına	gönderdiği
hesabına	gönderdiği	yüz
gönderdiği	yüz	bin
yüz	bin	liralık
bin	liralık	aybaşı
liralık	aybaşı	faiz
aybaşı	faiz	hesaplarında
faiz	hesaplarında	biriki
hesaplarında	biriki	franklık
biriki	franklık	yanlışlıkları
franklık	yanlışlıkları	bulacak
yanlışlıkları	bulacak	kadar
bulacak	kadar	hesap
kadar	hesap	işlerinde
hesap	işlerinde	mâhir
işlerinde	mâhir	idi
mâhir	idi	ayrıca
idi	ayrıca	fransızcaya
ayrıca	fransızcaya	da
fransızcaya	da	krema
da	krema	koyuyoruz
krema	koyuyoruz	ve
koyuyoruz	ve	balı
ve	balı	gezdiriyoruz
balı	gezdiriyoruz	en
gezdiriyoruz	en	üste
en	üste	de
üste	de	fındık
de	fındık	fıstığı
fındık	fıstığı	serpiyoruz
fıstığı	serpiyoruz	yorum
serpiyoruz	yorum	verin
yorum	verin	emekliye
verin	emekliye	parasını
emekliye	parasını	aybaşı
parasını	aybaşı	bayram
aybaşı	bayram	ve
bayram	ve	yılbaşı
ve	yılbaşı	tatiline
yılbaşı	tatiline	rastlıyor
tatiline	rastlıyor	başbakan
rastlıyor	başbakan	işçilere
başbakan	işçilere	avans
işçilere	avans	sözü
avans	sözü	verdi
sözü	verdi	şimdi
verdi	şimdi	bir
şimdi	bir	müjde
bir	müjde	de
müjde	de	emekli
de	emekli	dul
emekli	dul	ve
dul	ve	yetimler
ve	yetimler	edenleri
yetimler	edenleri	ve
edenleri	ve	iyice
ve	iyice	temizlenenleri
iyice	temizlenenleri	sever
temizlenenleri	sever	sana
sever	sana	hayızlı
sana	hayızlı	aybaşılı
hayızlı	aybaşılı	iken
aybaşılı	iken	kadınlarla
iken	kadınlarla	ilişkinin
kadınlarla	ilişkinin	hükmünü
ilişkinin	hükmünü	soruyorlar
hükmünü	soruyorlar	aybaşı
soruyorlar	aybaşı	her
aybaşı	her	iki
her	iki	tarafı
iki	tarafı	da
tarafı	da	rahatsız
da	rahatsız	eden
rahatsız	eden	sağlıklı
eden	sağlıklı	olmayan
sağlıklı	olmayan	bir
olmayan	bir	kirlilik
bir	kirlilik	halidir
kirlilik	halidir	zafiyet
halidir	zafiyet	sebebidir
zafiyet	sebebidir	bu
sebebidir	bu	sebeple
bu	sebeple	aybaşı
sebeple	aybaşı	takım
aybaşı	takım	yukarıdan
takım	yukarıdan	talimatlarla
yukarıdan	talimatlarla	işlerin
talimatlarla	işlerin	bu
işlerin	bu	şekilde
bu	şekilde	cereyan
şekilde	cereyan	ettiği
cereyan	ettiği	sanılıyor
ettiği	sanılıyor	burada
sanılıyor	burada	iş
burada	iş	yapan
iş	yapan	her
yapan	her	şeyini
her	şeyini	ortaya
şeyini	ortaya	koyan
ortaya	koyan	aybaşı
koyan	aybaşı	geldiği
aybaşı	geldiği	zaman
geldiği	zaman	işçimizin
zaman	işçimizin	ücreti
işçimizin	ücreti	nasıl
ücreti	nasıl	ödenecek
nasıl	ödenecek	diye
ödenecek	diye	düşünen
diye	düşünen	sıkıntılar
düşünen	sıkıntılar	çeken
sıkıntılar	çeken	şöyle
çeken	şöyle	bir
şöyle	bir	yatırım
bir	yatırım	yaptık
yatırım	yaptık	acaba
yaptık	acaba	ihtimalim
acaba	ihtimalim	varmi
ihtimalim	varmi	lutfen
varmi	lutfen	cevaplarsaniz
lutfen	cevaplarsaniz	sevinirim
cevaplarsaniz	sevinirim	tesekkurler
sevinirim	tesekkurler	slm
tesekkurler	slm	bülent
slm	bülent	bey
bülent	bey	size
bey	size	bir
size	bir	şey
bir	şey	sormak
şey	sormak	istiyorum
sormak	istiyorum	bu
istiyorum	bu	ay
bu	ay	aybaşı
ay	aybaşı	hafta
aybaşı	hafta	önce
hafta	önce	geldi
önce	geldi	ve
geldi	ve	çok
ve	çok	az
çok	az	kahverengi
az	kahverengi	bugün
kahverengi	bugün	gün
bugün	gün	oldu
gün	oldu	normalde
oldu	normalde	günde
normalde	günde	bitmesi
günde	bitmesi	lazımdı
bitmesi	lazımdı	bitmedi
lazımdı	bitmedi	ve
bitmedi	ve	gündür
ve	gündür	koyu
gündür	koyu	şimalden
koyu	şimalden	gelecek
şimalden	gelecek	bir
gelecek	bir	tehlikeyi
bir	tehlikeyi	önleyeceğini
tehlikeyi	önleyeceğini	söyledi
önleyeceğini	söyledi	ürdün
söyledi	ürdün	pakta
ürdün	pakta	iştirak
pakta	iştirak	etmiyor
iştirak	etmiyor	associated
etmiyor	associated	press
associated	press	memurlar
press	memurlar	bu
memurlar	bu	aybaşı
bu	aybaşı	çift
aybaşı	çift	maaş
çift	maaş	alacaklar
maaş	alacaklar	ydımn
alacaklar	ydımn	son
ydımn	son	ikramiyesi
son	ikramiyesi	aralık
ikramiyesi	aralık	ayının
aralık	ayının	birinci
ayının	birinci	günü
birinci	günü	verilecek
günü	verilecek	normal
verilecek	normal	maaşlarla
normal	maaşlarla	birlikte
maaşlarla	birlikte	tediye
birlikte	tediye	aldı
tediye	aldı	ve
aldı	ve	dilin
ve	dilin	şifrelerini
dilin	şifrelerini	de
şifrelerini	de	bu
de	bu	kitapta
bu	kitapta	paylaştı
kitapta	paylaştı	dil
paylaştı	dil	öğrenimi
dil	öğrenimi	konusunda
öğrenimi	konusunda	birçok
konusunda	birçok	kaynağa
birçok	kaynağa	başvuruyoruz
kaynağa	başvuruyoruz	ülkemizde
başvuruyoruz	ülkemizde	bu
ülkemizde	bu	aybaşı
bu	aybaşı	azerbaycan
aybaşı	azerbaycan	ile
azerbaycan	ile	eş
ile	eş	zamanlı
eş	zamanlı	olarak
zamanlı	olarak	çıkan
olarak	çıkan	günde
çıkan	günde	ingilizce
günde	ingilizce	kitabı
ingilizce	kitabı	yabancı
kitabı	yabancı	dil
yabancı	dil	öğrenmek
dil	öğrenmek	isteyenlerin
öğrenmek	isteyenlerin	en
isteyenlerin	en	büyük
en	büyük	zamlar
büyük	zamlar	ortalığı
zamlar	ortalığı	kasıp
ortalığı	kasıp	kavuruyor
kasıp	kavuruyor	paradan
kavuruyor	paradan	altı
paradan	altı	sıfır
altı	sıfır	atıldı
sıfır	atıldı	ama
atıldı	ama	piyasa
ama	piyasa	canavar
piyasa	canavar	olmuş
canavar	olmuş	cepte
olmuş	cepte	para
cepte	para	bırakmıyor
para	bırakmıyor	aybaşı
bırakmıyor	aybaşı	ve
aybaşı	ve	ay
ve	ay	sonu
ay	sonu	hesapları
sonu	hesapları	birbirini
hesapları	birbirini	tutmuyor
birbirini	tutmuyor	devletin
tutmuyor	devletin	dış
devletin	dış	ticaret
dış	ticaret	açığı
ticaret	açığı	gibi
açığı	gibi	açık
gibi	açık	her
açık	her	ay
her	ay	büyüyor
ay	büyüyor	dost
büyüyor	dost	soruyor
dost	soruyor	on
soruyor	on	şöyle
on	şöyle	yaparız
şöyle	yaparız	böyle
yaparız	böyle	yaparız
böyle	yaparız	derdi
yaparız	derdi	ama
derdi	ama	hiçbir
ama	hiçbir	zaman
hiçbir	zaman	bahsettiği
zaman	bahsettiği	o
bahsettiği	o	parası
o	parası	olmadı
parası	olmadı	maaşını
olmadı	maaşını	kumarda
maaşını	kumarda	yiyip
kumarda	yiyip	bitirir
yiyip	bitirir	aybaşı
bitirir	aybaşı	bakkalı
aybaşı	bakkalı	kasabı
bakkalı	kasabı	atlatmak
kasabı	atlatmak	için
atlatmak	için	yolunu
için	yolunu	değiştirirdi
yolunu	değiştirirdi	hayatı
değiştirirdi	hayatı	boyunca
hayatı	boyunca	fırından
boyunca	fırından	ekmeği
fırından	ekmeği	borca
ekmeği	borca	aldı
borca	aldı	ortaokul
aldı	ortaokul	yıllarına
ortaokul	yıllarına	de
yıllarına	de	seçici
de	seçici	özelliğim
seçici	özelliğim	vardır
özelliğim	vardır	bizim
vardır	bizim	gibi
bizim	gibi	kızlar
gibi	kızlar	cinsel
kızlar	cinsel	sağlığına
cinsel	sağlığına	önem
sağlığına	önem	vermelidir
önem	vermelidir	değil
vermelidir	değil	mi
değil	mi	ben
mi	ben	veriyorum
ben	veriyorum	işte
veriyorum	işte	her
işte	her	aybaşı
her	aybaşı	hastanenin
aybaşı	hastanenin	kapılarını
hastanenin	kapılarını	aşındırıp
kapılarını	aşındırıp	tam
aşındırıp	tam	teşekküllü
tam	teşekküllü	bir
teşekküllü	bir	sağlık
bir	sağlık	kontrolü
sağlık	kontrolü	yaptırmam
kontrolü	yaptırmam	neden
yaptırmam	neden	sanıyorsun
neden	sanıyorsun	kondomsuz
sanıyorsun	kondomsuz	veren
kondomsuz	veren	aylık
veren	aylık	talep
aylık	talep	tarihi
talep	tarihi	itibari
tarihi	itibari	ile
itibari	ile	borçsuz
ile	borçsuz	olması
borçsuz	olması	sağlanması
olması	sağlanması	halinde
sağlanması	halinde	kendilerine
halinde	kendilerine	aylık
kendilerine	aylık	talep
aylık	talep	tarihini
talep	tarihini	takip
tarihini	takip	eden
takip	eden	aybaşı
eden	aybaşı	itibarıyla
aybaşı	itibarıyla	yaşlılık
itibarıyla	yaşlılık	aylığı
yaşlılık	aylığı	bağlanması
aylığı	bağlanması	gerekmektedir
bağlanması	gerekmektedir	bugüne
gerekmektedir	bugüne	kadar
bugüne	kadar	sigortalıları
kadar	sigortalıları	mağdur
sigortalıları	mağdur	eden
mağdur	eden	bir
eden	bir	uygulamanın
bir	uygulamanın	ilk
uygulamanın	ilk	aybaşına
ilk	aybaşına	kadar
aybaşına	kadar	geçen
kadar	geçen	bir
geçen	bir	aydan
bir	aydan	eksik
aydan	eksik	sürelerden
eksik	sürelerden	emekli
sürelerden	emekli	sandığı
emekli	sandığı	kesintisi
sandığı	kesintisi	yapılmadığını
kesintisi	yapılmadığını	buna
yapılmadığını	buna	karşın
buna	karşın	sonraki
karşın	sonraki	aybaşı
sonraki	aybaşı	gelmeden
aybaşı	gelmeden	görevden
gelmeden	görevden	ayrılanlarda
görevden	ayrılanlarda	ise
ayrılanlarda	ise	emekli
ise	emekli	sandığı
emekli	sandığı	kesintisinin
sandığı	kesintisinin	tam
kesintisinin	tam	bir
tam	bir	aylık
bir	aylık	yapıldığını
aylık	yapıldığını	dolayısıyla
yapıldığını	dolayısıyla	edebiyat
dolayısıyla	edebiyat	derslerine
edebiyat	derslerine	giriyor
derslerine	giriyor	olay
giriyor	olay	eğitim
olay	eğitim	camiasında
eğitim	camiasında	duyuluyor
camiasında	duyuluyor	ama
duyuluyor	ama	kimse
ama	kimse	necati
kimse	necati	hocaya
necati	hocaya	bir
hocaya	bir	şey
bir	şey	sezdirmiyor
şey	sezdirmiyor	derken
sezdirmiyor	derken	aybaşı
derken	aybaşı	geliyor
aybaşı	geliyor	bütün
geliyor	bütün	öğretmenler
bütün	öğretmenler	maaşlarını
öğretmenler	maaşlarını	almak
maaşlarını	almak	için
almak	için	müdürün
için	müdürün	odasındayken
müdürün	odasındayken	necati
odasındayken	necati	hoca
necati	hoca	da
hoca	da	gelip
da	gelip	sıraya
gelip	sıraya	giriyor
sıraya	giriyor	sıra
giriyor	sıra	ağrı
sıra	ağrı	giderme
ağrı	giderme	ile
giderme	ile	ilişkili
ile	ilişkili	olduğu
ilişkili	olduğu	aromaterapi
olduğu	aromaterapi	plasebo
aromaterapi	plasebo	sentetik
plasebo	sentetik	kokular
sentetik	kokular	verilen
kokular	verilen	farklı
verilen	farklı	moleküller
farklı	moleküller	verilen
moleküller	verilen	ağrılı
verilen	ağrılı	aybaşı
ağrılı	aybaşı	tanısı
aybaşı	tanısı	alan
tanısı	alan	kişilerde
alan	kişilerde	menstrüel
kişilerde	menstrüel	semptomlarla
menstrüel	semptomlarla	birlikte
semptomlarla	birlikte	ilişkilidir
birlikte	ilişkilidir	son
ilişkilidir	son	çalışma
son	çalışma	çoğunluğun
çalışma	çoğunluğun	veya
çoğunluğun	veya	çalışan
veya	çalışan	işçiler
çalışan	işçiler	için
işçiler	için	aybaşı
için	aybaşı	ayın
aybaşı	ayın	i
ayın	i	olarak
i	olarak	alınmakta
olarak	alınmakta	ve
alınmakta	ve	uygulanmaktadır
ve	uygulanmaktadır	özel
uygulanmaktadır	özel	sektörde
özel	sektörde	çalışan
sektörde	çalışan	işçiler
çalışan	işçiler	için
işçiler	için	aybaşı
için	aybaşı	takvim
aybaşı	takvim	ayının
takvim	ayının	biridir
ayının	biridir	çünkü
biridir	çünkü	onlar
çünkü	onlar	ücretlerini
onlar	ücretlerini	takvim
ücretlerini	takvim	ayının
takvim	ayının	aybaşında
ayının	aybaşında	almaktadırlar
aybaşında	almaktadırlar	yasanın
almaktadırlar	yasanın	görüşülmesi
yasanın	görüşülmesi	sosyal
görüşülmesi	sosyal	sigortalar
sosyal	sigortalar	kurumunca
sigortalar	kurumunca	idari
kurumunca	idari	para
idari	para	cezaları
para	cezaları	ve
cezaları	ve	sosyal
ve	sosyal	yardım
sosyal	yardım	zamlarının
yardım	zamlarının	tahsili
zamlarının	tahsili	de
tahsili	de	kamu
de	kamu	kesimi
kamu	kesimi	yönünden
kesimi	yönünden	hep
yönünden	hep	aybaşı
hep	aybaşı	ayın
aybaşı	ayın	i
ayın	i	nazara
i	nazara	alınarak
nazara	alınarak	tahakkuk
alınarak	tahakkuk	ve
tahakkuk	ve	tahsil
ve	tahsil	edilmekledir
tahsil	edilmekledir	yaşlılık
edilmekledir	yaşlılık	aylığı
yaşlılık	aylığı	ve
aylığı	ve	malûllük
ve	malûllük	aylıkları
malûllük	aylıkları	da
aylıkları	da	kamu
da	kamu	kesiminde
kamu	kesiminde	tahakkuk
kesiminde	tahakkuk	ve
tahakkuk	ve	tahsil
ve	tahsil	edilmekledir
tahsil	edilmekledir	yaşlılık
edilmekledir	yaşlılık	aylığı
yaşlılık	aylığı	ve
aylığı	ve	malûllük
ve	malûllük	aylıkları
malûllük	aylıkları	da
aylıkları	da	kamu
da	kamu	kesiminde
kamu	kesiminde	çalışan
kesiminde	çalışan	işçiler
çalışan	işçiler	için
işçiler	için	aybaşı
için	aybaşı	ayın
aybaşı	ayın	i
ayın	i	olarak
i	olarak	alınmakta
olarak	alınmakta	ve
alınmakta	ve	uygulanmaktadır
ve	uygulanmaktadır	özel
uygulanmaktadır	özel	sektörde
özel	sektörde	çalışan
sektörde	çalışan	işçiler
çalışan	işçiler	için
işçiler	için	aybaşı
için	aybaşı	takvim
aybaşı	takvim	ayının
takvim	ayının	biridir
ayının	biridir	olarak
biridir	olarak	kabul
olarak	kabul	eden
kabul	eden	yerel
eden	yerel	mahkeme
yerel	mahkeme	kararının
mahkeme	kararının	onanması
kararının	onanması	gerekirken
onanması	gerekirken	yasanın
gerekirken	yasanın	yürürlük
yasanın	yürürlük	tarihini
yürürlük	tarihini	takip
tarihini	takip	eden
takip	eden	aybaşı
eden	aybaşı	olarak
aybaşı	olarak	olarak
olarak	olarak	kabul
olarak	kabul	eden
kabul	eden	çoğunluk
eden	çoğunluk	kararına
çoğunluk	kararına	karşıyım
kararına	karşıyım	zafer
karşıyım	zafer	bayramımızı
