hastalıktan	kurtarılamayıp	ölünce	recaizade
kurtarılamayıp	ölünce	recaizade	mahmud
ölünce	recaizade	mahmud	ekrem
recaizade	mahmud	ekrem	yıkıldı
mahmud	ekrem	yıkıldı	bir
ekrem	yıkıldı	bir	türlü
yıkıldı	bir	türlü	toparlanamadı
bir	türlü	toparlanamadı	ve
türlü	toparlanamadı	ve	büyükadaya
toparlanamadı	ve	büyükadaya	sığındı
ve	büyükadaya	sığındı	ah
büyükadaya	sığındı	ah	nijad
sığındı	ah	nijad	tarsus
ah	nijad	tarsus	ticaret
nijad	tarsus	ticaret	ve
tarsus	ticaret	ve	sanayi
ticaret	ve	sanayi	odası
ve	sanayi	odası	mesleki
sanayi	odası	mesleki	ve
odası	mesleki	ve	teknik
mesleki	ve	teknik	anadolu
ve	teknik	anadolu	lisesi
teknik	anadolu	lisesi	öğretmenlerinden
anadolu	lisesi	öğretmenlerinden	mehmet
lisesi	öğretmenlerinden	mehmet	ali
öğretmenlerinden	mehmet	ali	kır
mehmet	ali	kır	yakalandığı
ali	kır	yakalandığı	amansız
kır	yakalandığı	amansız	hastalıktan
yakalandığı	amansız	hastalıktan	kurtulamayarak
amansız	hastalıktan	kurtulamayarak	dün
hastalıktan	kurtulamayarak	dün	tedavi
kurtulamayarak	dün	tedavi	gördüğü
dün	tedavi	gördüğü	hastanede
tedavi	gördüğü	hastanede	vefat
gördüğü	hastanede	vefat	etti
hastanede	vefat	etti	tarsus
vefat	etti	tarsus	cumhuriyet
etti	tarsus	cumhuriyet	başsavcılığı
tarsus	cumhuriyet	başsavcılığı	koruma
cumhuriyet	başsavcılığı	koruma	kurulu
başsavcılığı	koruma	kurulu	hayatı
koruma	kurulu	hayatı	amansız
kurulu	hayatı	amansız	bir
hayatı	amansız	bir	hastalık
amansız	bir	hastalık	ile
bir	hastalık	ile	birleşiyor
hastalık	ile	birleşiyor	aids
ile	birleşiyor	aids	hastalığına
birleşiyor	aids	hastalığına	yakalanan
aids	hastalığına	yakalanan	bir
hastalığına	yakalanan	bir	transseksüelin
yakalanan	bir	transseksüelin	ve
bir	transseksüelin	ve	maço
transseksüelin	ve	maço	bir
ve	maço	bir	erkeğin
maço	bir	erkeğin	bu
bir	erkeğin	bu	amansız
erkeğin	bu	amansız	hastalığın
bu	amansız	hastalığın	üstesinden
amansız	hastalığın	üstesinden	gelmek
hastalığın	üstesinden	gelmek	için
üstesinden	gelmek	için	göstermiş
gelmek	için	göstermiş	oldukları
için	göstermiş	oldukları	dayanışmayı
göstermiş	oldukları	dayanışmayı	ve
oldukları	dayanışmayı	ve	vermiş
dayanışmayı	ve	vermiş	oldukları
ve	vermiş	oldukları	zorlu
vermiş	oldukları	zorlu	mücadeleyi
oldukları	zorlu	mücadeleyi	konu
zorlu	mücadeleyi	konu	alıyor
mücadeleyi	konu	alıyor	jared
konu	alıyor	jared	işi
alıyor	jared	işi	bilir
jared	işi	bilir	işe
işi	bilir	işe	gitmezler
bilir	işe	gitmezler	baklava
işe	gitmezler	baklava	açmak
gitmezler	baklava	açmak	ve
baklava	açmak	ve	adamın
açmak	ve	adamın	ağzına
ve	adamın	ağzına	zçmak
adamın	ağzına	zçmak	için
ağzına	zçmak	için	oklava
zçmak	için	oklava	kulllanan
için	oklava	kulllanan	tiplerden
oklava	kulllanan	tiplerden	değildirler
kulllanan	tiplerden	değildirler	mercimeği
tiplerden	değildirler	mercimeği	fırına
değildirler	mercimeği	fırına	vermeyi
mercimeği	fırına	vermeyi	bilse
fırına	vermeyi	bilse	de
vermeyi	bilse	de	özenle
bilse	de	özenle	hazırlanmış
de	özenle	hazırlanmış	yemeklerden
özenle	hazırlanmış	yemeklerden	hoşlanır
hazırlanmış	yemeklerden	hoşlanır	adlarının
yemeklerden	hoşlanır	adlarının	aksine
hoşlanır	adlarının	aksine	akreplikleri
adlarının	aksine	akreplikleri	pek
aksine	akreplikleri	pek	görülmemiştir
akreplikleri	pek	görülmemiştir	şeyi
pek	görülmemiştir	şeyi	sakınmadan
görülmemiştir	şeyi	sakınmadan	nispet
şeyi	sakınmadan	nispet	edercesine
sakınmadan	nispet	edercesine	sevişmek
nispet	edercesine	sevişmek	de
edercesine	sevişmek	de	bize
sevişmek	de	bize	düşüyor
de	bize	düşüyor	sonrasını
bize	düşüyor	sonrasını	düşünüp
düşüyor	sonrasını	düşünüp	aklımızı
sonrasını	düşünüp	aklımızı	bulandıracağımıza
düşünüp	aklımızı	bulandıracağımıza	mercimeği
aklımızı	bulandıracağımıza	mercimeği	fırına
bulandıracağımıza	mercimeği	fırına	verelim
mercimeği	fırına	verelim	derim
fırına	verelim	derim	kısa
verelim	derim	kısa	yolu
derim	kısa	yolu	bulup
kısa	yolu	bulup	aramızdaki
yolu	bulup	aramızdaki	uçurumları
bulup	aramızdaki	uçurumları	orgazmla
aramızdaki	uçurumları	orgazmla	süslemek
uçurumları	orgazmla	süslemek	tam
orgazmla	süslemek	tam	da
süslemek	tam	da	bize
tam	da	bize	yakışacak
da	bize	yakışacak	hareket
bize	yakışacak	hareket	olacak
yakışacak	hareket	olacak	uzan
hareket	olacak	uzan	hadi
olacak	uzan	hadi	üniver
uzan	hadi	üniver	çetinkymçetoçapulcu
hadi	üniver	çetinkymçetoçapulcu	cetinmka
üniver	çetinkymçetoçapulcu	cetinmka	lütfen
çetinkymçetoçapulcu	cetinmka	lütfen	kıyamet
cetinmka	lütfen	kıyamet	kopacağı
lütfen	kıyamet	kopacağı	zaman
kıyamet	kopacağı	zaman	anons
kopacağı	zaman	anons	yapılsın
zaman	anons	yapılsın	evinde
anons	yapılsın	evinde	donla
yapılsın	evinde	donla	oturan
evinde	donla	oturan	var
donla	oturan	var	mercimeği
oturan	var	mercimeği	fırına
var	mercimeği	fırına	veren
mercimeği	fırına	veren	var
fırına	veren	var	sakata
veren	var	sakata	gelmesin
var	sakata	gelmesin	kimse
sakata	gelmesin	kimse	geceyenotum
gelmesin	kimse	geceyenotum	pazartesisendromu
kimse	geceyenotum	pazartesisendromu	pazartesi
geceyenotum	pazartesisendromu	pazartesi	çetinkymçetoçapulcu
pazartesisendromu	pazartesi	çetinkymçetoçapulcu	cetinmka
pazartesi	çetinkymçetoçapulcu	cetinmka	yüksek
çetinkymçetoçapulcu	cetinmka	yüksek	ufak
cetinmka	yüksek	ufak	kırmızı
yüksek	ufak	kırmızı	sarı
ufak	kırmızı	sarı	veya
kırmızı	sarı	veya	yeşil
sarı	veya	yeşil	yuvarlak
veya	yeşil	yuvarlak	ve
yeşil	yuvarlak	ve	yassıca
yuvarlak	ve	yassıca	tohumu
ve	yassıca	tohumu	yasmık
yassıca	tohumu	yasmık	atasözü
tohumu	yasmık	atasözü	deyim
yasmık	atasözü	deyim	ve
atasözü	deyim	ve	birleşik
deyim	ve	birleşik	fiiller
ve	birleşik	fiiller	mercimeği
birleşik	fiiller	mercimeği	fırına
fiiller	mercimeği	fırına	vermek
mercimeği	fırına	vermek	mercimek
fırına	vermek	mercimek	kadar
vermek	mercimek	kadar	mercimek
mercimek	kadar	mercimek	mercimek
kadar	mercimek	mercimek	baklagillerden
mercimek	mercimek	baklagillerden	beyaz
mercimek	baklagillerden	beyaz	çiçekli
baklagillerden	beyaz	çiçekli	bir
beyaz	çiçekli	bir	tarım
çiçekli	bir	tarım	bitkisi
bir	tarım	bitkisi	lens
tarım	bitkisi	lens	culinaris
bitkisi	lens	culinaris	bu
lens	culinaris	bu	bitkinin
culinaris	bu	bitkinin	düşen
bu	bitkinin	düşen	hadsizlere
bitkinin	düşen	hadsizlere	kardeş
düşen	hadsizlere	kardeş	senin
hadsizlere	kardeş	senin	önce
kardeş	senin	önce	benim
senin	önce	benim	sayfamda
önce	benim	sayfamda	ne
benim	sayfamda	ne	işin
sayfamda	ne	işin	var
ne	işin	var	iki
işin	var	iki	siz
var	iki	siz	böyle
iki	siz	böyle	cuma
siz	böyle	cuma	günü
böyle	cuma	günü	ayet
cuma	günü	ayet	koyup
günü	ayet	koyup	kapı
ayet	koyup	kapı	arasında
koyup	kapı	arasında	mercimeği
kapı	arasında	mercimeği	fırına
arasında	mercimeği	fırına	verenlere
mercimeği	fırına	verenlere	çok
fırına	verenlere	çok	alışmışsınız
verenlere	çok	alışmışsınız	gidiniz
çok	alışmışsınız	gidiniz	koyun
alışmışsınız	gidiniz	koyun	olarak
gidiniz	koyun	olarak	başka
koyun	olarak	başka	yerde
olarak	başka	yerde	otlanın
başka	yerde	otlanın	hayatta
yerde	otlanın	hayatta	hoşlanmam
otlanın	hayatta	hoşlanmam	bu
hayatta	hoşlanmam	bu	özel
hoşlanmam	bu	özel	alana
bu	özel	alana	saldırıdan
özel	alana	saldırıdan	kim
alana	saldırıdan	kim	dedi
saldırıdan	kim	dedi	geçtiğini
kim	dedi	geçtiğini	gören
dedi	geçtiğini	gören	dul
geçtiğini	gören	dul	kadın
gören	dul	kadın	sokağın
dul	kadın	sokağın	da
kadın	sokağın	da	boş
sokağın	da	boş	olduğunu
da	boş	olduğunu	görünce
boş	olduğunu	görünce	nasıl
olduğunu	görünce	nasıl	olsa
görünce	nasıl	olsa	gözleri
nasıl	olsa	gözleri	görmüyor
olsa	gözleri	görmüyor	onu
gözleri	görmüyor	onu	eve
görmüyor	onu	eve	götürürüm
onu	eve	götürürüm	mercimeği
eve	götürürüm	mercimeği	fırına
götürürüm	mercimeği	fırına	verir
mercimeği	fırına	verir	tekrar
fırına	verir	tekrar	sokağa
verir	tekrar	sokağa	salarım
tekrar	sokağa	salarım	elinden
sokağa	salarım	elinden	tutuğumu
salarım	elinden	tutuğumu	gören
elinden	tutuğumu	gören	olursa
tutuğumu	gören	olursa	zavallı
gören	olursa	zavallı	yolunu
olursa	zavallı	yolunu	şaşırmıştı
zavallı	yolunu	şaşırmıştı	elinden
yolunu	şaşırmıştı	elinden	tuttum
şaşırmıştı	elinden	tuttum	yolunu
elinden	tuttum	yolunu	çiftleşme
tuttum	yolunu	çiftleşme	başarısında
yolunu	çiftleşme	başarısında	halen
çiftleşme	başarısında	halen	büyük
başarısında	halen	büyük	bir
halen	büyük	bir	sorundur
büyük	bir	sorundur	normalde
bir	sorundur	normalde	bir
sorundur	normalde	bir	dişiyi
normalde	bir	dişiyi	kendisine
bir	dişiyi	kendisine	çekmiş
dişiyi	kendisine	çekmiş	olan
kendisine	çekmiş	olan	erkek
çekmiş	olan	erkek	cırcır
olan	erkek	cırcır	böceğinin
erkek	cırcır	böceğinin	mercimeği
cırcır	böceğinin	mercimeği	fırına
böceğinin	mercimeği	fırına	verebilmesi
mercimeği	fırına	verebilmesi	için
fırına	verebilmesi	için	son
verebilmesi	için	son	bir
için	son	bir	kur
son	bir	kur	şarkısı
bir	kur	şarkısı	patlatması
kur	şarkısı	patlatması	gerekir
şarkısı	patlatması	gerekir	fakat
patlatması	gerekir	fakat	mutant
gerekir	fakat	mutant	erkeklerin
fakat	mutant	erkeklerin	bu
mutant	erkeklerin	bu	tatlı
erkeklerin	bu	tatlı	serenatı
bu	tatlı	serenatı	gerçekleştirecek
tatlı	serenatı	gerçekleştirecek	kanatları
serenatı	gerçekleştirecek	kanatları	mercimeği
gerçekleştirecek	kanatları	mercimeği	fırına
kanatları	mercimeği	fırına	vermek
mercimeği	fırına	vermek	deyim
fırına	vermek	deyim	olmuş
vermek	deyim	olmuş	ve
deyim	olmuş	ve	gizlice
olmuş	ve	gizlice	anlaşıp
ve	gizlice	anlaşıp	evlenmek
gizlice	anlaşıp	evlenmek	anlamında
anlaşıp	evlenmek	anlamında	kullanılmaya
evlenmek	anlamında	kullanılmaya	başlamış
anlamında	kullanılmaya	başlamış	biz
kullanılmaya	başlamış	biz	şimdi
başlamış	biz	şimdi	mercimeği
biz	şimdi	mercimeği	fırına
şimdi	mercimeği	fırına	vermeyip
mercimeği	fırına	vermeyip	semizotuyla
fırına	vermeyip	semizotuyla	pişiriyor
vermeyip	semizotuyla	pişiriyor	yemeğimizi
semizotuyla	pişiriyor	yemeğimizi	deyimleştirmesek
pişiriyor	yemeğimizi	deyimleştirmesek	de
yemeğimizi	deyimleştirmesek	de	afiyetle
deyimleştirmesek	de	afiyetle	yiyoruz
de	afiyetle	yiyoruz	tarif
afiyetle	yiyoruz	tarif	saat
yiyoruz	tarif	saat	süre
tarif	saat	süre	ile
saat	süre	ile	kaynar
süre	ile	kaynar	suya
ile	kaynar	suya	koyup
kaynar	suya	koyup	mu
suya	koyup	mu	bu
koyup	mu	bu	hadi
mu	bu	hadi	ordan
bu	hadi	ordan	hadi
hadi	ordan	hadi	bize
ordan	hadi	bize	masal
hadi	bize	masal	anlatma
bize	masal	anlatma	adalet
masal	anlatma	adalet	istiyoruz
anlatma	adalet	istiyoruz	dur
adalet	istiyoruz	dur	aklını
istiyoruz	dur	aklını	oynatma
dur	aklını	oynatma	hazır
aklını	oynatma	hazır	ol
oynatma	hazır	ol	isyan
hazır	ol	isyan	çıktı
ol	isyan	çıktı	güzelim
isyan	çıktı	güzelim	boş
çıktı	güzelim	boş	yere
güzelim	boş	yere	mercimeği
boş	yere	mercimeği	fırına
yere	mercimeği	fırına	verip
mercimeği	fırına	verip	de
fırına	verip	de	kaynatma
verip	de	kaynatma	hadi
de	kaynatma	hadi	güle
kaynatma	hadi	güle	güle
hadi	güle	güle	git
güle	güle	git	bakalım
güle	git	bakalım	adamını
git	bakalım	adamını	bulacağız
bakalım	adamını	bulacağız	en
adamını	bulacağız	en	hasından
bulacağız	en	hasından	aleme
en	hasından	aleme	de
hasından	aleme	de	haber
aleme	de	haber	uçurduk
de	haber	uçurduk	dedik
haber	uçurduk	dedik	ki
uçurduk	dedik	ki	maçolar
dedik	ki	maçolar	düşsün
ki	maçolar	düşsün	bir
maçolar	düşsün	bir	şey
düşsün	bir	şey	olmaz
bir	şey	olmaz	diyemem
şey	olmaz	diyemem	ha
olmaz	diyemem	ha	bak
diyemem	ha	bak	ev
ha	bak	ev	hanımıysanız
bak	ev	hanımıysanız	bakabiliyormuşsunuz
ev	hanımıysanız	bakabiliyormuşsunuz	pişirdiğiniz
hanımıysanız	bakabiliyormuşsunuz	pişirdiğiniz	yemeklerin
bakabiliyormuşsunuz	pişirdiğiniz	yemeklerin	tabi
pişirdiğiniz	yemeklerin	tabi	siz
yemeklerin	tabi	siz	ne
tabi	siz	ne	sandınız
siz	ne	sandınız	mercimeği
ne	sandınız	mercimeği	fırına
sandınız	mercimeği	fırına	verip
mercimeği	fırına	verip	tadına
fırına	verip	tadına	bakmaktan
verip	tadına	bakmaktan	mı
tadına	bakmaktan	mı	bahsediyoruz
bakmaktan	mı	bahsediyoruz	burada
mı	bahsediyoruz	burada	p
bahsediyoruz	burada	p	aynı
burada	p	aynı	şekilde
p	aynı	şekilde	illa
aynı	şekilde	illa	aklınızı
şekilde	illa	aklınızı	fikrinizi
illa	aklınızı	fikrinizi	taktıysanız
aklınızı	fikrinizi	taktıysanız	ince
fikrinizi	taktıysanız	ince	işe
taktıysanız	ince	işe	ya
ince	işe	ya	hasıla
işe	ya	hasıla	bu
ya	hasıla	bu	en
hasıla	bu	en	eğlenceli
bu	en	eğlenceli	şaka
en	eğlenceli	şaka	troll
eğlenceli	şaka	troll	video
şaka	troll	video	muzda
troll	video	muzda	insanların
video	muzda	insanların	üzerine
muzda	insanların	üzerine	alınmasını
insanların	üzerine	alınmasını	sağladık
üzerine	alınmasını	sağladık	insanlara
alınmasını	sağladık	insanlara	onlardan
sağladık	insanlara	onlardan	kuşun
insanlara	onlardan	kuşun	ötüyor
onlardan	kuşun	ötüyor	mu
kuşun	ötüyor	mu	mercimeği
ötüyor	mu	mercimeği	fırına
mu	mercimeği	fırına	vermişsin
mercimeği	fırına	vermişsin	çatalın
fırına	vermişsin	çatalın	gözüküyor
vermişsin	çatalın	gözüküyor	gibi
çatalın	gözüküyor	gibi	absürt
gözüküyor	gibi	absürt	konulara
gibi	absürt	konulara	değindik
absürt	konulara	değindik	ortaya
konulara	değindik	ortaya	çok
değindik	ortaya	çok	komik
ortaya	çok	komik	ve
çok	komik	ve	çok
komik	ve	çok	eğlenceli
ve	çok	eğlenceli	ve
çok	eğlenceli	ve	şaşırtıcı
eğlenceli	ve	şaşırtıcı	tepkiler
ve	şaşırtıcı	tepkiler	çıktı
şaşırtıcı	tepkiler	çıktı	bu
tepkiler	çıktı	bu	yılları
çıktı	bu	yılları	yaşamak
bu	yılları	yaşamak	zorunda
yılları	yaşamak	zorunda	kalır
yaşamak	zorunda	kalır	hepsi
zorunda	kalır	hepsi	bu
kalır	hepsi	bu	kadar
hepsi	bu	kadar	sanmayın
bu	kadar	sanmayın	annesi
kadar	sanmayın	annesi	sophie
sanmayın	annesi	sophie	hugonun
annesi	sophie	hugonun	vaftiz
sophie	hugonun	vaftiz	babası
hugonun	vaftiz	babası	general
vaftiz	babası	general	lahorie
babası	general	lahorie	ile
general	lahorie	ile	mercimeği
lahorie	ile	mercimeği	fırına
ile	mercimeği	fırına	verdiklerinin
mercimeği	fırına	verdiklerinin	farkına
fırına	verdiklerinin	farkına	vardığında
verdiklerinin	farkına	vardığında	küçük
farkına	vardığında	küçük	bir
vardığında	küçük	bir	çocuktur
küçük	bir	çocuktur	henüz
bir	çocuktur	henüz	on
çocuktur	henüz	on	yaşına
henüz	on	yaşına	geldiğinde
on	yaşına	geldiğinde	annesinin
yaşına	geldiğinde	annesinin	sevgilisi
geldiğinde	annesinin	sevgilisi	general
annesinin	sevgilisi	general	lahorie
sevgilisi	general	lahorie	devlete
general	lahorie	devlete	yaww
lahorie	devlete	yaww	öncelikle
devlete	yaww	öncelikle	firdevs
yaww	öncelikle	firdevs	hanım
öncelikle	firdevs	hanım	ednan
firdevs	hanım	ednan	beye
hanım	ednan	beye	göz
ednan	beye	göz	koyduğuna
beye	göz	koyduğuna	ednan
göz	koyduğuna	ednan	beyinde
koyduğuna	ednan	beyinde	kızına
ednan	beyinde	kızına	abayı
beyinde	kızına	abayı	yaktığına
kızına	abayı	yaktığına	bihterinde
abayı	yaktığına	bihterinde	behlülle
yaktığına	bihterinde	behlülle	mercimeği
bihterinde	behlülle	mercimeği	fırına
behlülle	mercimeği	fırına	verdiğine
mercimeği	fırına	verdiğine	beşirinde
fırına	verdiğine	beşirinde	nihale
verdiğine	beşirinde	nihale	aşık
beşirinde	nihale	aşık	olduğuna
nihale	aşık	olduğuna	nihalinse
aşık	olduğuna	nihalinse	behlüle
olduğuna	nihalinse	behlüle	yanık
nihalinse	behlüle	yanık	olduğuna
behlüle	yanık	olduğuna	göre
yanık	olduğuna	göre	ve
olduğuna	göre	ve	şu
göre	ve	şu	ansa
ve	şu	ansa	son
şu	ansa	son	durumun
ansa	son	durumun	ne
son	durumun	ne	olduğunu
durumun	ne	olduğunu	düşünmeyen
ne	olduğunu	düşünmeyen	bu
olduğunu	düşünmeyen	bu	zalimler
düşünmeyen	bu	zalimler	bilmezler
bu	zalimler	bilmezler	mi
zalimler	bilmezler	mi	küfür
bilmezler	mi	küfür	devam
mi	küfür	devam	eder
küfür	devam	eder	ancak
devam	eder	ancak	zulüm
eder	ancak	zulüm	devem
ancak	zulüm	devem	etmez
zulüm	devem	etmez	onlar
devem	etmez	onlar	havada
etmez	onlar	havada	karada
onlar	havada	karada	ve
havada	karada	ve	denizde
karada	ve	denizde	fındık
ve	denizde	fındık	kırarken
denizde	fındık	kırarken	masum
fındık	kırarken	masum	ve
kırarken	masum	ve	mazlum
masum	ve	mazlum	olanlar
ve	mazlum	olanlar	onların
mazlum	olanlar	onların	yüzünüzden
olanlar	onların	yüzünüzden	yas
onların	yüzünüzden	yas	içinde
yüzünüzden	yas	içinde	sessizce
yas	içinde	sessizce	inlemektedirler
içinde	sessizce	inlemektedirler	bayramları
sessizce	inlemektedirler	bayramları	sizin
inlemektedirler	bayramları	sizin	gibi
bayramları	sizin	gibi	zehir
sizin	gibi	zehir	şuraya
gibi	zehir	şuraya	kalkmak
zehir	şuraya	kalkmak	nasip
şuraya	kalkmak	nasip	olmasın
kalkmak	nasip	olmasın	yani
nasip	olmasın	yani	kadıninanamam
olmasın	yani	kadıninanamam	jalefıs
yani	kadıninanamam	jalefıs	da
kadıninanamam	jalefıs	da	fısfıs
jalefıs	da	fısfıs	fıs
da	fısfıs	fıs	da
fısfıs	fıs	da	fıs
fıs	da	fıs	kadınbenim
da	fıs	kadınbenim	aşkım
fıs	kadınbenim	aşkım	fındık
kadınbenim	aşkım	fındık	kırıyor
aşkım	fındık	kırıyor	ha
fındık	kırıyor	ha	haleyapma
kırıyor	ha	haleyapma	çok
ha	haleyapma	çok	sakıncalı
haleyapma	çok	sakıncalı	dedik
çok	sakıncalı	dedik	ama
sakıncalı	dedik	ama	dinlemedi
dedik	ama	dinlemedi	bizi
ama	dinlemedi	bizi	arkadaşım
dinlemedi	bizi	arkadaşım	ne
bizi	arkadaşım	ne	zararı
arkadaşım	ne	zararı	her
ne	zararı	her	gün
zararı	her	gün	bir
her	gün	bir	avuç
gün	bir	avuç	fındık
bir	avuç	fındık	iyi
avuç	fındık	iyi	gelir
fındık	iyi	gelir	diyor
iyi	gelir	diyor	avuç
gelir	diyor	avuç	fındık
diyor	avuç	fındık	iyi
avuç	fındık	iyi	gelir
fındık	iyi	gelir	diyor
iyi	gelir	diyor	da
gelir	diyor	da	başka
diyor	da	başka	şey
da	başka	şey	demiyor
başka	şey	demiyor	yani
şey	demiyor	yani	mine
demiyor	yani	mine	onu
yani	mine	onu	emirgan
mine	onu	emirgan	da
onu	emirgan	da	görmüşler
emirgan	da	görmüşler	birkaç
da	görmüşler	birkaç	gün
görmüşler	birkaç	gün	önce
birkaç	gün	önce	vallah
gün	önce	vallah	billah
önce	vallah	billah	fındık
vallah	billah	fındık	kırıyormuş
billah	fındık	kırıyormuş	fındıklarla
fındık	kırıyormuş	fındıklarla	sefadaymış
kırıyormuş	fındıklarla	sefadaymış	jaletarabyada
fındıklarla	sefadaymış	jaletarabyada	görülmüş
sefadaymış	jaletarabyada	görülmüş	üstelik
jaletarabyada	görülmüş	üstelik	dün
görülmüş	üstelik	dün	de
üstelik	dün	de	beyoğlunda
dün	de	beyoğlunda	güzellerle
de	beyoğlunda	güzellerle	mineyine
beyoğlunda	güzellerle	mineyine	erkekler
güzellerle	mineyine	erkekler	kadın
mineyine	erkekler	kadın	mevsimlik
erkekler	kadın	mevsimlik	işçilerden
kadın	mevsimlik	işçilerden	daha
mevsimlik	işçilerden	daha	yüksek
işçilerden	daha	yüksek	ücrete
daha	yüksek	ücrete	çalıştılar
yüksek	ücrete	çalıştılar	budama
ücrete	çalıştılar	budama	ve
çalıştılar	budama	ve	kanal
budama	ve	kanal	açma
ve	kanal	açma	işlerinde
kanal	açma	işlerinde	kadın
açma	işlerinde	kadın	işçi
işlerinde	kadın	işçi	fındık
kadın	işçi	fındık	kırmada
işçi	fındık	kırmada	da
fındık	kırmada	da	erkek
kırmada	da	erkek	işçi
da	erkek	işçi	çalıştırılmadığı
erkek	işçi	çalıştırılmadığı	belirlendi
işçi	çalıştırılmadığı	belirlendi	erkekler
çalıştırılmadığı	belirlendi	erkekler	arasında
belirlendi	erkekler	arasında	en
erkekler	arasında	en	yüksek
arasında	en	yüksek	ücreti
en	yüksek	ücreti	ise
yüksek	ücreti	ise	günlük
ücreti	ise	günlük	ortalama
ise	günlük	ortalama	milyon
günlük	ortalama	milyon	bin
ortalama	milyon	bin	inlemelerimizin
milyon	bin	inlemelerimizin	duvarlarda
bin	inlemelerimizin	duvarlarda	yankılanacağı
inlemelerimizin	duvarlarda	yankılanacağı	kan
duvarlarda	yankılanacağı	kan	kırmızısı
